0.95387536e-3 SEC2 4
5.355316465993345e+00 6.955531928661346e-01 4.422234726380737e+00 6.825008157981125e-01
5.355390906655046e+00 6.955535086179118e-01 4.422139150433411e+00 6.825016500646237e-01
5.355465343199561e+00 6.955538243442873e-01 4.422043577433054e+00 6.825024842642268e-01
5.355539775626736e+00 6.955541400452540e-01 4.421948007380633e+00 6.825033183969021e-01
5.355614203937735e+00 6.955544557208116e-01 4.421852440275394e+00 6.825041524626478e-01
5.355688628132867e+00 6.955547713709543e-01 4.421756876117739e+00 6.825049864614470e-01
5.355763048211729e+00 6.955550869956791e-01 4.421661314908787e+00 6.825058203932930e-01
5.355837464174153e+00 6.955554025949766e-01 4.421565756649601e+00 6.825066542581590e-01
5.355837464174757e+00 6.955554025949791e-01 4.421565756648830e+00 6.825066542581654e-01
5.355921000025832e+00 6.955557568635227e-01 4.421458484634258e+00 6.825075902941822e-01
5.356004530837757e+00 6.955561111006707e-01 4.421351216147194e+00 6.825085262475143e-01
5.356088056610360e+00 6.955564653064132e-01 4.421243951188936e+00 6.825094621181339e-01
5.356171577345762e+00 6.955568194807525e-01 4.421136689757763e+00 6.825103979060461e-01
5.356255093040289e+00 6.955571736236651e-01 4.421029431859425e+00 6.825113336111880e-01
5.356338603698434e+00 6.955575277351627e-01 4.420922177489168e+00 6.825122692335902e-01
5.356422109318532e+00 6.955578818152299e-01 4.420814926650187e+00 6.825132047732104e-01
5.356505609900688e+00 6.955582358638593e-01 4.420707679343380e+00 6.825141402300280e-01
5.356589105445849e+00 6.955585898810489e-01 4.420600435568510e+00 6.825150756040370e-01
5.356672595954868e+00 6.955589438667921e-01 4.420493195325582e+00 6.825160108952191e-01
5.356756081426168e+00 6.955592978210760e-01 4.420385958617612e+00 6.825169461035390e-01
5.356839561861785e+00 6.955596517439017e-01 4.420278725443003e+00 6.825178812289991e-01
5.356923037261132e+00 6.955600056352575e-01 4.420171495803583e+00 6.825188162715676e-01
5.357006507624788e+00 6.955603594951391e-01 4.420064269699622e+00 6.825197512312311e-01
5.357089972952946e+00 6.955607133235406e-01 4.419957047131855e+00 6.825206861079747e-01
5.357173433245756e+00 6.955610671204547e-01 4.419849828101142e+00 6.825216209017769e-01
5.357256888503908e+00 6.955614208858744e-01 4.419742612607684e+00 6.825225556126182e-01
5.357340338727259e+00 6.955617746197936e-01 4.419635400652623e+00 6.825234902404826e-01
5.357423783916733e+00 6.955621283222082e-01 4.419528192235817e+00 6.825244247853577e-01
5.357507224071374e+00 6.955624819931059e-01 4.419420987359536e+00 6.825253592472101e-01
5.357590659192481e+00 6.955628356324850e-01 4.419313786023130e+00 6.825262936260342e-01
5.357674089279801e+00 6.955631892403382e-01 4.419206588227898e+00 6.825272279218111e-01
5.357757514335002e+00 6.955635428166612e-01 4.419099393972854e+00 6.825281621345257e-01
5.357840934356874e+00 6.955638963614446e-01 4.418992203260461e+00 6.825290962641546e-01
5.357924349345421e+00 6.955642498746794e-01 4.418885016091789e+00 6.825300303106725e-01
5.358007759302906e+00 6.955646033563676e-01 4.418777832464953e+00 6.825309642740837e-01
5.358091164227359e+00 6.955649568064933e-01 4.418670652383508e+00 6.825318981543452e-01
5.358174564120046e+00 6.955653102250546e-01 4.418563475846847e+00 6.825328319514509e-01
5.358257958982504e+00 6.955656636120494e-01 4.418456302854048e+00 6.825337656653941e-01
5.358341348812502e+00 6.955660169674628e-01 4.418349133408943e+00 6.825346992961352e-01
5.358424733611701e+00 6.955663702912906e-01 4.418241967510520e+00 6.825356328436617e-01
5.358508113380981e+00 6.955667235835327e-01 4.418134805158571e+00 6.825365663079724e-01
5.358591488119028e+00 6.955670768441730e-01 4.418027646355890e+00 6.825374996890239e-01
5.358674857827737e+00 6.955674300732143e-01 4.417920491100993e+00 6.825384329868235e-01
5.358758222506993e+00 6.955677832706465e-01 4.417813339395126e+00 6.825393662013418e-01
5.358841582155753e+00 6.955681364364591e-01 4.417706191240599e+00 6.825402993325516e-01
5.358924936776546e+00 6.955684895706542e-01 4.417599046635220e+00 6.825412323804568e-01
5.359008286367290e+00 6.955688426732155e-01 4.417491905582685e+00 6.825421653450134e-01
5.359091630930292e+00 6.955691957441454e-01 4.417384768081041e+00 6.825430982262275e-01
5.359174970464220e+00 6.955695487834310e-01 4.417277634133023e+00 6.825440310240634e-01
5.359258304971931e+00 6.955699017910772e-01 4.417170503735963e+00 6.825449637385337e-01
5.359341634449690e+00 6.955702547670584e-01 4.417063376895760e+00 6.825458963695686e-01
5.359424958900780e+00 6.955706077113841e-01 4.416956253609116e+00 6.825468289171941e-01
5.359508278324689e+00 6.955709606240414e-01 4.416849133877808e+00 6.825477613813736e-01
5.359591592721842e+00 6.955713135050265e-01 4.416742017702252e+00 6.825486937620970e-01
5.359674902092784e+00 6.955716663543349e-01 4.416634905082758e+00 6.825496260593511e-01
5.359758206437196e+00 6.955720191719550e-01 4.416527796020826e+00 6.825505582731044e-01
5.359841505755555e+00 6.955723719578832e-01 4.416420690516808e+00 6.825514904033469e-01
5.359924800048731e+00 6.955727247121156e-01 4.416313588570620e+00 6.825524224500668e-01
5.360008089314354e+00 6.955730774346336e-01 4.416206490186351e+00 6.825533544132140e-01
5.360091373556169e+00 6.955734301254467e-01 4.416099395360177e+00 6.825542862928131e-01
5.360174652773130e+00 6.955737827845425e-01 4.415992304094472e+00 6.825552180888306e-01
5.360257926966335e+00 6.955741354119177e-01 4.415885216388870e+00 6.825561498012558e-01
5.360341196133854e+00 6.955744880075569e-01 4.415778132246849e+00 6.825570814300482e-01
5.360424460277620e+00 6.955748405714614e-01 4.415671051666941e+00 6.825580129752097e-01
5.360507719397256e+00 6.955751931036211e-01 4.415563974650664e+00 6.825589444367134e-01
5.360590973494000e+00 6.955755456040331e-01 4.415456901197481e+00 6.825598758145492e-01
5.360674222568330e+00 6.955758980726943e-01 4.415349831307720e+00 6.825608071087096e-01
5.360757466618459e+00 6.955762505095870e-01 4.415242764984770e+00 6.825617383191463e-01
5.360840705646103e+00 6.955766029147126e-01 4.415135702227414e+00 6.825626694458614e-01
5.360923939652882e+00 6.955769552880703e-01 4.415028643034569e+00 6.825636004888535e-01
5.361007168636121e+00 6.955773076296409e-01 4.414921587410730e+00 6.825645314480692e-01
5.361090392597012e+00 6.955776599394219e-01 4.414814535355367e+00 6.825654623235021e-01
5.361173611538665e+00 6.955780122174196e-01 4.414707486865489e+00 6.825663931151674e-01
5.361256825457202e+00 6.955783644636093e-01 4.414600441947123e+00 6.825673238229994e-01
5.361340034354914e+00 6.955787166779935e-01 4.414493400598335e+00 6.825682544470033e-01
5.361423238233392e+00 6.955790688605721e-01 4.414386362818079e+00 6.825691849871781e-01
5.361506437090807e+00 6.955794210113290e-01 4.414279328609748e+00 6.825701154434806e-01
5.361589630928691e+00 6.955797731302636e-01 4.414172297972380e+00 6.825710458159079e-01
5.361672819745447e+00 6.955801252173616e-01 4.414065270909056e+00 6.825719761044211e-01
5.361756003543061e+00 6.955804772726236e-01 4.413958247418237e+00 6.825729063090217e-01
5.361839182321349e+00 6.955808292960428e-01 4.413851227501144e+00 6.825738364296904e-01
5.361922356081958e+00 6.955811812876168e-01 4.413744211156729e+00 6.825747664664196e-01
5.362005524822822e+00 6.955815332473303e-01 4.413637198388648e+00 6.825756964191678e-01
5.362088688545380e+00 6.955818851751815e-01 4.413530189196071e+00 6.825766262879299e-01
5.362171847250077e+00 6.955822370711671e-01 4.413423183579369e+00 6.825775560726972e-01
5.362255000938026e+00 6.955825889352814e-01 4.413316181538232e+00 6.825784857734519e-01
5.362338149606886e+00 6.955829407675077e-01 4.413209183076656e+00 6.825794153901497e-01
5.362421293259413e+00 6.955832925678516e-01 4.413102188192079e+00 6.825803449228046e-01
5.362504431894084e+00 6.955836443362974e-01 4.412995196887522e+00 6.825812743713742e-01
5.362587565512696e+00 6.955839960728482e-01 4.412888209161616e+00 6.825822037358658e-01
5.362670694115126e+00 6.955843477774926e-01 4.412781225015626e+00 6.825831330162477e-01
5.362753817702337e+00 6.955846994502289e-01 4.412674244449274e+00 6.825840622125160e-01
5.362836936270933e+00 6.955850510910355e-01 4.412567267467954e+00 6.825849913246115e-01
5.362920049826327e+00 6.955854026999277e-01 4.412460294065714e+00 6.825859203525740e-01
5.363003158365775e+00 6.955857542768868e-01 4.412353324247102e+00 6.825868492963527e-01
5.363086261889642e+00 6.955861058219059e-01 4.412246358012679e+00 6.825877781559292e-01
5.363169360399107e+00 6.955864573349836e-01 4.412139395361916e+00 6.825887069312987e-01
5.363252453894863e+00 6.955868088161156e-01 4.412032436294937e+00 6.825896356224488e-01
5.363335542376293e+00 6.955871602652909e-01 4.411925480813568e+00 6.825905642293500e-01
5.363418625843781e+00 6.955875116825048e-01 4.411818528918313e+00 6.825914927519882e-01
5.363501704297127e+00 6.955878630677484e-01 4.411711580610444e+00 6.825924211903400e-01
5.363584777738027e+00 6.955882144210213e-01 4.411604635888821e+00 6.825933495444017e-01
5.363667846165670e+00 6.955885657423135e-01 4.411497694755451e+00 6.825942778141483e-01
5.363750909579975e+00 6.955889170316172e-01 4.411390757211481e+00 6.825952059995563e-01
5.363833967982201e+00 6.955892682889301e-01 4.411283823256294e+00 6.825961341006196e-01
5.363917021372677e+00 6.955896195142447e-01 4.411176892890528e+00 6.825970621173170e-01
5.364000069751184e+00 6.955899707075559e-01 4.411069966115381e+00 6.825979900496351e-01
5.364083113117369e+00 6.955903218688536e-01 4.410963042932362e+00 6.825989178975457e-01
5.364083113118019e+00 6.955903218688561e-01 4.410963042931531e+00 6.825989178975523e-01
5.364176333224886e+00 6.955907160521521e-01 4.410843013161041e+00 6.825999594199683e-01
5.364269547181981e+00 6.955911101958184e-01 4.410722987704236e+00 6.826010008379084e-01
5.364362754989186e+00 6.955915042998430e-01 4.410602966562705e+00 6.826020421513396e-01
5.364455956648918e+00 6.955918983642256e-01 4.410482949734742e+00 6.826030833602603e-01
5.364549152157143e+00 6.955922923889388e-01 4.410362937226955e+00 6.826041244645968e-01
5.364642341518930e+00 6.955926863739950e-01 4.410242929034191e+00 6.826051654643802e-01
5.364735524732416e+00 6.955930803193743e-01 4.410122925160302e+00 6.826062063595572e-01
5.364828701797799e+00 6.955934742250673e-01 4.410002925606441e+00 6.826072471501010e-01
5.364921872716203e+00 6.955938680910696e-01 4.409882930372530e+00 6.826082878359995e-01
5.365015037488572e+00 6.955942619173734e-01 4.409762939458814e+00 6.826093284172297e-01
5.365108196113192e+00 6.955946557039616e-01 4.409642952868881e+00 6.826103688937464e-01
5.365201348592416e+00 6.955950494508343e-01 4.409522970601103e+00 6.826114092655478e-01
5.365294494925633e+00 6.955954431579771e-01 4.409402992657710e+00 6.826124495325949e-01
5.365387635113498e+00 6.955958368253827e-01 4.409283019039261e+00 6.826134896948671e-01
5.365480769156343e+00 6.955962304530441e-01 4.409163049746684e+00 6.826145297523447e-01
5.365573897054339e+00 6.955966240409506e-01 4.409043084781193e+00 6.826155697049983e-01
5.365667018808250e+00 6.955970175890929e-01 4.408923124143275e+00 6.826166095528015e-01
5.365760134418015e+00 6.955974110974635e-01 4.408803167834326e+00 6.826176492957339e-01
5.365853243884723e+00 6.955978045660554e-01 4.408683215854388e+00 6.826186889337753e-01
5.365946347207361e+00 6.955981979948533e-01 4.408563268206192e+00 6.826197284668840e-01
5.366039444387386e+00 6.955985913838538e-01 4.408443324889241e+00 6.826207678950502e-01
5.366132535424628e+00 6.955989847330474e-01 4.408323385905120e+00 6.826218072182476e-01
5.366225620320835e+00 6.955993780424276e-01 4.408203451253092e+00 6.826228464364564e-01
5.366318699074835e+00 6.955997713119823e-01 4.408083520935970e+00 6.826238855496449e-01
5.366411771686694e+00 6.956001645416999e-01 4.407963594955120e+00 6.826249245577810e-01
5.366504838158933e+00 6.956005577315814e-01 4.407843673308688e+00 6.826259634608655e-01
5.366597898489385e+00 6.956009508816065e-01 4.407723756000888e+00 6.826270022588439e-01
5.366690952679544e+00 6.956013439917722e-01 4.407603843031171e+00 6.826280409517073e-01
5.366784000731124e+00 6.956017370620748e-01 4.407483934398758e+00 6.826290795394439e-01
5.366877042641731e+00 6.956021300924957e-01 4.407364030108087e+00 6.826301180220037e-01
5.366970078413208e+00 6.956025230830288e-01 4.407244130158282e+00 6.826311563993692e-01
5.367063108046677e+00 6.956029160336723e-01 4.407124234549194e+00 6.826321946715350e-01
5.367156131540589e+00 6.956033089444066e-01 4.407004343284314e+00 6.826332328384468e-01
5.367249148897231e+00 6.956037018152339e-01 4.406884456362002e+00 6.826342709001108e-01
5.367342160116470e+00 6.956040946461403e-01 4.406764573783932e+00 6.826353088564873e-01
5.367435165197133e+00 6.956044874371136e-01 4.406644695552921e+00 6.826363467075446e-01
5.367528164142144e+00 6.956048801881538e-01 4.406524821666672e+00 6.826373844532803e-01
5.367621156949210e+00 6.956052728992413e-01 4.406404952129527e+00 6.826384220936417e-01
5.367714143620953e+00 6.956056655703776e-01 4.406285086939495e+00 6.826394596286310e-01
5.367807124155942e+00 6.956060582015464e-01 4.406165226099821e+00 6.826404970582044e-01
5.367900098557442e+00 6.956064507927516e-01 4.406045369607676e+00 6.826415343823715e-01
5.367993066821168e+00 6.956068433439634e-01 4.405925517470045e+00 6.826425716010509e-01
5.368086028951050e+00 6.956072358551907e-01 4.405805669683178e+00 6.826436087142663e-01
5.368178984946421e+00 6.956076283264172e-01 4.405685826249428e+00 6.826446457219728e-01
5.368271934807825e+00 6.956080207576379e-01 4.405565987169423e+00 6.826456826241555e-01
5.368364878535980e+00 6.956084131488449e-01 4.405446152443639e+00 6.826467194207934e-01
5.368457816130439e+00 6.956088055000254e-01 4.405326322074092e+00 6.826477561118499e-01
5.368550747591943e+00 6.956091978111724e-01 4.405206496061205e+00 6.826487926973067e-01
5.368643672921370e+00 6.956095900822811e-01 4.405086674405209e+00 6.826498291771494e-01
5.368736592116187e+00 6.956099823133285e-01 4.404966857110828e+00 6.826508655513156e-01
5.368829505180632e+00 6.956103745043238e-01 4.404847044173946e+00 6.826519018198292e-01
5.368922412113575e+00 6.956107666552519e-01 4.404727235597440e+00 6.826529379826476e-01
5.369015312916216e+00 6.956111587661071e-01 4.404607431381156e+00 6.826539740397560e-01
5.369108207586546e+00 6.956115508368715e-01 4.404487631529064e+00 6.826550099911060e-01
5.369201096126647e+00 6.956119428675439e-01 4.404367836039889e+00 6.826560458366916e-01
5.369293978536270e+00 6.956123348581125e-01 4.404248044915348e+00 6.826570815764819e-01
5.369386854816768e+00 6.956127268085721e-01 4.404128258155123e+00 6.826581172104610e-01
5.369479724968768e+00 6.956131187189173e-01 4.404008475759743e+00 6.826591527386138e-01
5.369572588990220e+00 6.956135105891279e-01 4.403888697733286e+00 6.826601881608854e-01
5.369665446883202e+00 6.956139024192030e-01 4.403768924074448e+00 6.826612234772728e-01
5.369758298649494e+00 6.956142942091408e-01 4.403649154782316e+00 6.826622586877696e-01
5.369851144286179e+00 6.956146859589176e-01 4.403529389862077e+00 6.826632937923122e-01
5.369943983794658e+00 6.956150776685296e-01 4.403409629313309e+00 6.826643287908890e-01
5.370036817178401e+00 6.956154693379826e-01 4.403289873132898e+00 6.826653636835142e-01
5.370129644433137e+00 6.956158609672469e-01 4.403170121327784e+00 6.826663984701086e-01
5.370222465561450e+00 6.956162525563244e-01 4.403050373896013e+00 6.826674331506747e-01
5.370315280565201e+00 6.956166441052127e-01 4.402930630836565e+00 6.826684677252064e-01
5.370408089442347e+00 6.956170356138929e-01 4.402810892153481e+00 6.826695021936520e-01
5.370500892194734e+00 6.956174270823631e-01 4.402691157845767e+00 6.826705365560048e-01
5.370593688820484e+00 6.956178185106049e-01 4.402571427917243e+00 6.826715708122155e-01
5.370686479321932e+00 6.956182098986183e-01 4.402451702366283e+00 6.826726049622830e-01
5.370779263698986e+00 6.956186012463940e-01 4.402331981194370e+00 6.826736390061812e-01
5.370872041953361e+00 6.956189925539277e-01 4.402212264400723e+00 6.826746729438973e-01
5.370964814082916e+00 6.956193838212006e-01 4.402092551989491e+00 6.826757067753805e-01
5.371057580089259e+00 6.956197750482095e-01 4.401972843959983e+00 6.826767405006215e-01
5.371150339973035e+00 6.956201662349494e-01 4.401853140312693e+00 6.826777741196062e-01
5.371243093735381e+00 6.956205573814120e-01 4.401733441047633e+00 6.826788076323107e-01
5.371335841373748e+00 6.956209484875777e-01 4.401613746169456e+00 6.826798410386817e-01
5.371428582891348e+00 6.956213395534504e-01 4.401494055675386e+00 6.826808743387293e-01
5.371521318286463e+00 6.956217305790123e-01 4.401374369569049e+00 6.826819075324045e-01
5.371614047561184e+00 6.956221215642643e-01 4.401254687849080e+00 6.826829406197092e-01
5.371706770715337e+00 6.956225125091928e-01 4.401135010517175e+00 6.826839736006053e-01
5.371799487750076e+00 6.956229034137943e-01 4.401015337573180e+00 6.826850064750830e-01
5.371892198661709e+00 6.956232942780431e-01 4.400895669023257e+00 6.826860392430731e-01
5.371984903456263e+00 6.956236851019548e-01 4.400776004861013e+00 6.826870719046155e-01
5.372077602130745e+00 6.956240758855068e-01 4.400656345091694e+00 6.826881044596493e-01
5.372170294685543e+00 6.956244666286907e-01 4.400536689716194e+00 6.826891369081511e-01
5.372262981122144e+00 6.956248573315028e-01 4.400417038733982e+00 6.826901692501097e-01
5.372355661441214e+00 6.956252479939368e-01 4.400297392145553e+00 6.826912014855080e-01
5.372448335642225e+00 6.956256386159795e-01 4.400177749953012e+00 6.826922336143090e-01
5.372541003725638e+00 6.956260291976234e-01 4.400058112157132e+00 6.826932656364922e-01
5.372633665691191e+00 6.956264197388579e-01 4.399938478759626e+00 6.826942975520284e-01
5.372726321540871e+00 6.956268102396808e-01 4.399818849759338e+00 6.826953293609100e-01
5.372818971273834e+00 6.956272007000792e-01 4.399699225158715e+00 6.826963610631029e-01
5.372911614890049e+00 6.956275911200432e-01 4.399579604959190e+00 6.826973926585787e-01
5.373004252390881e+00 6.956279814995687e-01 4.399459989160379e+00 6.826984241473256e-01
5.373096883776779e+00 6.956283718386460e-01 4.399340377763137e+00 6.826994555293164e-01
5.373189509047590e+00 6.956287621372673e-01 4.399220770768959e+00 6.827004868045305e-01
5.373282128202943e+00 6.956291523954211e-01 4.399101168179721e+00 6.827015179729354e-01
5.373282128203674e+00 6.956291523954238e-01 4.399101168178792e+00 6.827015179729422e-01
5.373386096994634e+00 6.956295904595550e-01 4.398966905192299e+00 6.827026754582656e-01
5.373490058265905e+00 6.956300284734745e-01 4.398832647518064e+00 6.827038328110704e-01
5.373594012017364e+00 6.956304664371670e-01 4.398698395158195e+00 6.827049900313145e-01
5.373697958251775e+00 6.956309043506296e-01 4.398564148111074e+00 6.827061471189882e-01
5.373801896964696e+00 6.956313422138307e-01 4.398429906384328e+00 6.827073040740074e-01
5.373905828161829e+00 6.956317800267813e-01 4.398295669972510e+00 6.827084608963981e-01
5.374009751841213e+00 6.956322177894572e-01 4.398161438880122e+00 6.827096175860958e-01
5.374113668003013e+00 6.956326555018459e-01 4.398027213108866e+00 6.827107741430656e-01
5.374217576648654e+00 6.956330931639404e-01 4.397892992658806e+00 6.827119305672869e-01
5.374321477779175e+00 6.956335307757299e-01 4.397758777530562e+00 6.827130868587292e-01
5.374425371392736e+00 6.956339683371933e-01 4.397624567728414e+00 6.827142430173363e-01
5.374529257492062e+00 6.956344058483280e-01 4.397490363250781e+00 6.827153990430989e-01
5.374633136076435e+00 6.956348433091174e-01 4.397356164100510e+00 6.827165549359711e-01
5.374737007146703e+00 6.956352807195503e-01 4.397221970278461e+00 6.827177106959211e-01
5.374840870703324e+00 6.956357180796165e-01 4.397087781785896e+00 6.827188663229228e-01
5.374944726746525e+00 6.956361553893023e-01 4.396953598624488e+00 6.827200218169361e-01
5.375048575277144e+00 6.956365926485958e-01 4.396819420795125e+00 6.827211771779279e-01
5.375152416295272e+00 6.956370298574863e-01 4.396685248299526e+00 6.827223324058693e-01
5.375256249802137e+00 6.956374670159633e-01 4.396551081138081e+00 6.827234875007304e-01
5.375360075796638e+00 6.956379041240089e-01 4.396416919314122e+00 6.827246424624623e-01
5.375463894280468e+00 6.956383411816164e-01 4.396282762827388e+00 6.827257972910452e-01
5.375567705253607e+00 6.956387781887734e-01 4.396148611679783e+00 6.827269519864454e-01
5.375671508717848e+00 6.956392151454700e-01 4.396014465871008e+00 6.827281065486345e-01
5.375775304672147e+00 6.956396520516916e-01 4.395880325404231e+00 6.827292609775731e-01
5.375879093116517e+00 6.956400889074227e-01 4.395746190281421e+00 6.827304152732172e-01
5.375982874053801e+00 6.956405257126625e-01 4.395612060500783e+00 6.827315694355642e-01
5.376086647481769e+00 6.956409624673865e-01 4.395477936067162e+00 6.827327234645471e-01
5.376190413402018e+00 6.956413991715896e-01 4.395343816980356e+00 6.827338773601512e-01
5.376294171816528e+00 6.956418358252648e-01 4.395209703239771e+00 6.827350311223561e-01
5.376397922722822e+00 6.956422724283894e-01 4.395075594850489e+00 6.827361847511000e-01
5.376501666122783e+00 6.956427089809555e-01 4.394941491812050e+00 6.827373382463603e-01
5.376605402017971e+00 6.956431454829581e-01 4.394807394124291e+00 6.827384916081229e-01
5.376709130406473e+00 6.956435819343743e-01 4.394673301791643e+00 6.827396448363247e-01
5.376812851291130e+00 6.956440183352035e-01 4.394539214812312e+00 6.827407979309632e-01
5.376916564671669e+00 6.956444546854286e-01 4.394405133188630e+00 6.827419508919909e-01
5.377020270546948e+00 6.956448909850341e-01 4.394271056923906e+00 6.827431037193659e-01
5.377123968920182e+00 6.956453272340185e-01 4.394136986015942e+00 6.827442564130820e-01
5.377227659789000e+00 6.956457634323571e-01 4.394002920469748e+00 6.827454089730719e-01
5.377331343156202e+00 6.956461995800499e-01 4.393868860283550e+00 6.827465613993358e-01
5.377435019020419e+00 6.956466356770763e-01 4.393734805461087e+00 6.827477136918153e-01
5.377538687385324e+00 6.956470717234396e-01 4.393600755999464e+00 6.827488658505194e-01
5.377642348246067e+00 6.956475077191034e-01 4.393466711906941e+00 6.827500178753492e-01
5.377746001607269e+00 6.956479436640768e-01 4.393332673179368e+00 6.827511697663271e-01
5.377849647468038e+00 6.956483795583391e-01 4.393198639819895e+00 6.827523215233972e-01
5.377953285829212e+00 6.956488154018824e-01 4.393064611829294e+00 6.827534731465366e-01
5.378056916691604e+00 6.956492511946966e-01 4.392930589208420e+00 6.827546246357172e-01
5.378160540054693e+00 6.956496869367647e-01 4.392796571959892e+00 6.827557759908925e-01
5.378264155919402e+00 6.956501226280777e-01 4.392662560084409e+00 6.827569272120370e-01
5.378367764286846e+00 6.956505582686275e-01 4.392528553582413e+00 6.827580782991280e-01
5.378471365154149e+00 6.956509938583872e-01 4.392394552459579e+00 6.827592292520919e-01
5.378574958526161e+00 6.956514293973648e-01 4.392260556711501e+00 6.827603800709487e-01
5.378678544401606e+00 6.956518648855410e-01 4.392126566341750e+00 6.827615307556463e-01
5.378782122781958e+00 6.956523003229083e-01 4.391992581350337e+00 6.827626813061624e-01
5.378885693665002e+00 6.956527357094443e-01 4.391858601742014e+00 6.827638317224369e-01
5.378989257053157e+00 6.956531710451453e-01 4.391724627515569e+00 6.827649820044585e-01
5.379092812946078e+00 6.956536063299973e-01 4.391590658673342e+00 6.827661321521875e-01
5.379196361345418e+00 6.956540415639919e-01 4.391456695215146e+00 6.827672821656007e-01
5.379299902251894e+00 6.956544767471211e-01 4.391322737141884e+00 6.827684320446756e-01
5.379403435663329e+00 6.956549118793601e-01 4.391188784458348e+00 6.827695817893445e-01
5.379506961582052e+00 6.956553469607067e-01 4.391054837163376e+00 6.827707313996008e-01
5.379610480010145e+00 6.956557819911567e-01 4.390920895256182e+00 6.827718808754307e-01
5.379713990944341e+00 6.956562169706813e-01 4.390786958742932e+00 6.827730302167569e-01
5.379817494386315e+00 6.956566518992751e-01 4.390653027623332e+00 6.827741794235639e-01
5.379920990339992e+00 6.956570867769417e-01 4.390519101894189e+00 6.827753284958599e-01
5.380024478800631e+00 6.956575216036470e-01 4.390385181563571e+00 6.827764774335523e-01
5.380127959771150e+00 6.956579563793902e-01 4.390251266629592e+00 6.827776262366374e-01
5.380231433253741e+00 6.956583911041675e-01 4.390117357091301e+00 6.827787749051044e-01
5.380334899246176e+00 6.956588257779555e-01 4.389983452953503e+00 6.827799234388890e-01
5.380438357750526e+00 6.956592604007503e-01 4.389849554215398e+00 6.827810718379799e-01
5.380541808764762e+00 6.956596949725296e-01 4.389715660881526e+00 6.827822201023158e-01
5.380645252291592e+00 6.956601294932911e-01 4.389581772950288e+00 6.827833682318896e-01
5.380748688330923e+00 6.956605639630227e-01 4.389447890423657e+00 6.827845162266676e-01
5.380852116884711e+00 6.956609983817176e-01 4.389314013301044e+00 6.827856640866304e-01
5.380955537950607e+00 6.956614327493534e-01 4.389180141587368e+00 6.827868118117172e-01
5.381058951530496e+00 6.956618670659244e-01 4.389046275282107e+00 6.827879594019103e-01
5.381162357625229e+00 6.956623013314223e-01 4.388912414385996e+00 6.827891068571877e-01
5.381265756235976e+00 6.956627355458370e-01 4.388778558899471e+00 6.827902541775208e-01
5.381369147360050e+00 6.956631697091443e-01 4.388644708827908e+00 6.827914013628430e-01
5.381472531001012e+00 6.956636038213466e-01 4.388510864168556e+00 6.827925484131604e-01
5.381575907157039e+00 6.956640378824229e-01 4.388377024925687e+00 6.827936953284147e-01
5.381679275830600e+00 6.956644718923710e-01 4.388243191097972e+00 6.827948421085994e-01
5.381782637021432e+00 6.956649058511749e-01 4.388109362687694e+00 6.827959887536702e-01
5.381885990730900e+00 6.956653397588282e-01 4.387975539694946e+00 6.827971352636086e-01
5.381989336955000e+00 6.956657736153009e-01 4.387841722126814e+00 6.827982816383336e-01
5.382092675700460e+00 6.956662074206080e-01 4.387707909976462e+00 6.827994278778841e-01
5.382196006963982e+00 6.956666411747225e-01 4.387574103250065e+00 6.828005739821862e-01
5.382299330746111e+00 6.956670748776338e-01 4.387440301948803e+00 6.828017199512104e-01
5.382402647048538e+00 6.956675085293350e-01 4.387306506072392e+00 6.828028657849372e-01
5.382505955872032e+00 6.956679421298176e-01 4.387172715621689e+00 6.828040114833427e-01
5.382609257216056e+00 6.956683756790648e-01 4.387038930599315e+00 6.828051570463806e-01
5.382712551081200e+00 6.956688091770671e-01 4.386905151006370e+00 6.828063024740243e-01
5.382815837467286e+00 6.956692426238100e-01 4.386771376844992e+00 6.828074477662335e-01
5.382919116376429e+00 6.956696760192895e-01 4.386637608114310e+00 6.828085929229971e-01
5.383022387807884e+00 6.956701093634895e-01 4.386503844817184e+00 6.828097379442700e-01
5.383125651761609e+00 6.956705426563969e-01 4.386370086955549e+00 6.828108828300167e-01
5.383228908239206e+00 6.956709758980052e-01 4.386236334529226e+00 6.828120275802174e-01
5.383332157241128e+00 6.956714090883018e-01 4.386102587539545e+00 6.828131721948381e-01
5.383435398767423e+00 6.956718422272764e-01 4.385968845988261e+00 6.828143166738500e-01
5.383538632817684e+00 6.956722753149140e-01 4.385835109877792e+00 6.828154610172119e-01
5.383538632818482e+00 6.956722753149168e-01 4.385835109876772e+00 6.828154610172193e-01
5.383654516506967e+00 6.956727614473365e-01 4.385684981521979e+00 6.828167455206218e-01
5.383770390983557e+00 6.956732475159254e-01 4.385534859756438e+00 6.828180298553665e-01
5.383886256248040e+00 6.956737335206636e-01 4.385384744583088e+00 6.828193140213977e-01
5.384002112303632e+00 6.956742194615464e-01 4.385234636000389e+00 6.828205980187005e-01
5.384117959145455e+00 6.956747053385345e-01 4.385084534017288e+00 6.828218818471702e-01
5.384233796779978e+00 6.956751911516376e-01 4.384934438628022e+00 6.828231655068292e-01
5.384349625204991e+00 6.956756769008269e-01 4.384784349838109e+00 6.828244489975995e-01
5.384465444420836e+00 6.956761625860854e-01 4.384634267649743e+00 6.828257323194340e-01
